Route ID,Origin,Destination,Route_Summary,Route_Distance_km,Route_Type,Traffic,Weather,Cargo_Weight_kg,Fuel_Efficiency_kmpl,Adjusted_Efficiency,Fuel_Used_Litres,CO2_Emissions_kg
Ahmedabad-Gandhinagar-Route-1-Gandhinagar - Ahmeda,Ahmedabad,Gandhinagar,Gandhinagar - Ahmedabad Rd,457.15,Urban,High,Storm,16611.27,2.61,1.67,274.25,734.99
Ahmedabad-Gandhinagar-Route-1-Gandhinagar - Ahmeda,Ahmedabad,Gandhinagar,Gandhinagar - Ahmedabad Rd,457.15,Mixed,High,Storm,10406.18,3.58,2.28,200.43,537.16
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Low,Clear,14339.18,3.11,3.11,31.37,84.07
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Low,Clear,8765.29,3.83,3.83,25.45,68.2
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Low,Clear,8867.85,3.22,3.22,30.26,81.11
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Low,Rainy,18747.06,3.32,2.82,34.58,92.66
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Low,Rainy,19879.7,2.68,2.28,42.81,114.73
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Low,Rainy,9210.7,3.25,2.76,35.38,94.81
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Low,Foggy,5012.67,4.07,3.46,28.23,75.65
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Low,Foggy,15282.49,3.33,2.83,34.5,92.45
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Low,Foggy,2733.1,2.58,2.19,44.46,119.15
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Low,Summer,4351.16,2.68,2.55,38.34,102.75
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Low,Summer,9962.48,4.08,3.88,25.16,67.42
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Low,Summer,9674.06,3.1,2.95,33.09,88.67
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Low,Storm,16398.63,2.61,2.22,44.06,118.07
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Low,Storm,12291.06,3.44,2.93,33.33,89.33
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Low,Storm,7394.84,3.97,3.37,28.93,77.54
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Medium,Clear,17334.03,3.81,3.43,28.43,76.19
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Medium,Clear,11783.58,3.47,3.12,31.27,83.8
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Medium,Clear,4316.27,4.13,3.72,26.25,70.35
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Medium,Rainy,11618.98,3.43,2.62,37.21,99.73
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Medium,Rainy,16682.92,3.06,2.34,41.72,111.82
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Medium,Rainy,10110.97,3.22,2.47,39.59,106.09
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Medium,Foggy,2486.96,4.2,3.22,30.34,81.3
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Medium,Foggy,3636.76,4.31,3.29,29.63,79.4
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Medium,Foggy,6217.28,3.12,2.39,40.84,109.45
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Medium,Summer,8806.46,2.51,2.15,45.4,121.68
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Medium,Summer,18563.86,4.06,3.47,28.13,75.39
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Medium,Summer,11964.78,3.76,3.22,30.34,81.32
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,Medium,Storm,11081.9,2.55,1.95,49.98,133.95
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,Medium,Storm,13274.05,3.81,2.91,33.52,89.83
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,Medium,Storm,9445.36,3.54,2.71,36.07,96.68
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,High,Clear,5404.73,2.52,1.89,51.64,138.4
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,High,Clear,7076.93,3.48,2.61,37.42,100.3
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,High,Clear,11006.84,3.96,2.97,32.9,88.16
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,High,Rainy,2377.31,3.97,2.53,38.6,103.46
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,High,Rainy,7786.54,3.9,2.49,39.2,105.07
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,High,Rainy,3072.09,2.77,1.76,55.35,148.33
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,High,Foggy,2432.87,3.88,2.47,39.48,105.8
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,High,Foggy,19857.14,3.36,2.15,45.49,121.92
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,High,Foggy,11266.43,3.44,2.19,44.49,119.23
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,High,Summer,12938.61,3.86,2.75,35.53,95.22
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,High,Summer,14161.05,3.63,2.58,37.77,101.23
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,High,Summer,10534.3,3.12,2.22,43.91,117.68
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Highway,High,Storm,5142.51,3.45,2.2,44.4,118.98
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Urban,High,Storm,18478.49,4.02,2.56,38.13,102.18
Ahmedabad-Gandhinagar-Route-2-Gujarat State Highwa,Ahmedabad,Gandhinagar,Gujarat State Highway 71 and Gandhinagar - Ahmedabad Rd,97.59,Mixed,High,Storm,5978.28,4.48,2.86,34.14,91.49
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Low,Clear,10408.16,4.26,4.26,115.19,308.7
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Low,Clear,10327.1,4.45,4.45,110.29,295.57
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Low,Clear,18991.82,3.46,3.46,141.7,379.75
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Low,Rainy,2426.96,4.19,3.56,137.83,369.39
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Low,Rainy,13773.09,4.12,3.51,139.92,374.98
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Low,Rainy,18347.98,2.74,2.33,210.31,563.63
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Low,Foggy,2019.84,3.62,3.08,159.53,427.54
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Low,Foggy,15383.99,2.9,2.47,198.86,532.95
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Low,Foggy,12515.19,4.11,3.5,140.28,375.96
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Low,Summer,8267.04,2.59,2.46,199.47,534.59
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Low,Summer,17328.22,4.37,4.15,118.29,317.02
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Low,Summer,10152.39,4.05,3.85,127.47,341.63
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Low,Storm,9889.49,4.41,3.75,130.74,350.38
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Low,Storm,5844.26,4.46,3.79,129.32,346.59
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Low,Storm,8634.09,3.24,2.75,178.31,477.87
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Medium,Clear,4624.6,4.43,3.99,122.96,329.52
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Medium,Clear,9474.0,3.55,3.19,153.71,411.94
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Medium,Clear,8272.22,2.62,2.36,207.78,556.86
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Medium,Rainy,13421.18,3.7,2.83,173.48,464.93
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Medium,Rainy,10566.42,3.33,2.55,192.45,515.76
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Medium,Rainy,12017.2,3.01,2.3,213.09,571.08
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Medium,Foggy,7507.68,3.56,2.72,180.24,483.03
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Medium,Foggy,10058.55,2.81,2.15,228.51,612.4
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Medium,Foggy,17641.43,4.39,3.36,146.1,391.55
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Medium,Summer,7875.71,2.52,2.15,227.74,610.35
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Medium,Summer,14164.45,2.75,2.35,208.94,559.95
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Medium,Summer,4902.67,3.18,2.72,180.62,484.06
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,Medium,Storm,15455.01,3.09,2.36,207.6,556.36
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,Medium,Storm,10325.22,2.68,2.05,239.64,642.24
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,Medium,Storm,14206.7,2.81,2.15,227.98,610.99
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,High,Clear,14817.3,2.71,2.03,241.77,647.95
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,High,Clear,11039.3,3.28,2.46,199.68,535.14
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,High,Clear,4810.74,4.38,3.28,149.45,400.54
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,High,Rainy,19857.47,2.75,1.75,280.21,750.96
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,High,Rainy,4827.29,3.77,2.4,204.39,547.77
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,High,Rainy,19082.5,3.05,1.94,252.4,676.43
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,High,Foggy,13876.43,3.65,2.33,210.96,565.36
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,High,Foggy,3297.5,3.36,2.14,229.31,614.56
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,High,Foggy,2176.4,3.91,2.49,197.04,528.06
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,High,Summer,7404.66,2.55,1.82,269.75,722.93
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,High,Summer,8274.65,3.67,2.61,187.68,502.99
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,High,Summer,3533.58,4.01,2.86,171.77,460.34
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Highway,High,Storm,3605.91,2.85,1.82,269.83,723.14
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Urban,High,Storm,19767.39,3.21,2.05,239.46,641.75
Ahmedabad-Gandhinagar-Route-3-Ahmedabad - Patan Hi,Ahmedabad,Gandhinagar,Ahmedabad - Patan Highway Rd,490.59,Mixed,High,Storm,3674.9,3.88,2.47,198.28,531.38
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Low,Clear,6710.74,4.49,4.49,43.33,116.12
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Low,Clear,17695.2,2.52,2.52,77.15,206.76
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Low,Clear,11460.76,4.46,4.46,43.62,116.89
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Low,Rainy,11573.67,3.46,2.94,66.11,177.19
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Low,Rainy,5656.43,3.14,2.67,72.78,195.06
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Low,Rainy,2100.57,2.82,2.39,81.23,217.7
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Low,Foggy,10494.99,3.0,2.55,76.31,204.52
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Low,Foggy,14836.22,3.63,3.09,62.95,168.7
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Low,Foggy,9125.08,3.12,2.65,73.31,196.46
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Low,Summer,4993.75,3.17,3.01,64.48,172.81
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Low,Summer,16315.45,2.55,2.42,80.23,215.03
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Low,Summer,6901.97,2.98,2.83,68.66,184.0
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Low,Storm,12498.2,2.56,2.18,89.29,239.29
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Low,Storm,2030.43,3.33,2.83,68.76,184.28
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Low,Storm,18087.34,4.47,3.8,51.21,137.25
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Medium,Clear,11461.34,4.02,3.62,53.73,144.0
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Medium,Clear,6062.4,4.1,3.69,52.69,141.22
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Medium,Clear,18939.83,3.61,3.25,59.85,160.39
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Medium,Rainy,10681.79,3.86,2.95,65.85,176.49
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Medium,Rainy,11628.72,3.62,2.77,70.22,188.19
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Medium,Rainy,13039.01,4.29,3.28,59.24,158.77
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Medium,Foggy,10902.67,3.82,2.92,66.49,178.2
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Medium,Foggy,18424.1,2.51,1.92,101.28,271.43
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Medium,Foggy,19389.91,2.6,1.99,97.56,261.47
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Medium,Summer,10295.76,3.94,3.37,57.71,154.66
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Medium,Summer,6649.68,2.53,2.17,89.77,240.59
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Medium,Summer,3411.85,3.9,3.33,58.31,156.28
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,Medium,Storm,6040.36,3.98,3.04,63.86,171.15
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,Medium,Storm,5583.28,3.27,2.5,77.74,208.34
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,Medium,Storm,19548.44,2.96,2.27,85.72,229.74
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,High,Clear,10245.15,3.21,2.41,80.77,216.47
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,High,Clear,3131.25,4.44,3.33,58.33,156.32
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,High,Clear,19371.73,3.68,2.76,70.35,188.53
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,High,Rainy,7054.25,2.64,1.68,115.64,309.92
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,High,Rainy,15438.96,2.82,1.8,108.02,289.48
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,High,Rainy,11039.02,3.94,2.51,77.42,207.5
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Highway,High,Foggy,7545.41,2.6,1.66,117.4,314.62
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Urban,High,Foggy,7576.31,3.31,2.11,92.01,246.59
Ahmedabad-Junagadh-Route-1-NH 47 and NH 27,Ahmedabad,Junagadh,NH 47 and NH 27,194.39,Mixed,High,Foggy,3037.29,3.5,2.23,87.14,233.54
